"Time [s]","U1_tRMS@AC [V]","U2_tRMS@AC [V]","U3_tRMS@AC [V]","I1_tRMS@AC [A]","I2_tRMS@AC [A]","I3_tRMS@AC [A]","P_t@AC [W]","Q_t@AC [var]","S_t@AC [VA]","F_fund@AC [Hz]"
0.002600,230.604,230.449,230.796,19.234,19.236,19.285,13313.056,415.166,13319.528,50.000
0.022600,230.604,230.451,230.799,19.233,19.242,19.287,13314.453,415.671,13320.940,50.000
0.042600,230.602,230.450,230.797,19.235,19.245,19.287,13315.834,414.542,13322.285,50.000
0.062600,230.602,230.451,230.799,19.232,19.243,19.286,13314.518,412.761,13320.914,50.000
0.082600,230.601,230.448,230.795,19.236,19.236,19.283,13312.979,413.078,13319.386,50.000
0.102600,230.602,230.448,230.796,19.235,19.248,19.289,13316.808,409.951,13323.116,50.000
0.122600,230.601,230.444,230.796,19.239,19.248,19.287,13316.964,411.633,13323.324,50.000
0.142600,230.601,230.449,230.797,19.239,19.241,19.281,13314.116,414.335,13320.562,50.000
0.162600,230.601,230.450,230.798,19.231,19.244,19.284,13313.729,412.797,13320.126,50.000
0.182600,230.600,230.448,230.797,19.239,19.242,19.290,13316.525,416.257,13323.030,50.000
0.202600,230.601,230.447,230.800,19.238,19.243,19.286,13315.313,415.196,13321.785,50.000
0.222600,230.600,230.447,230.799,19.233,19.245,19.283,13314.088,412.848,13320.487,50.000
0.242600,230.603,230.449,230.800,19.239,19.241,19.285,13315.138,414.059,13321.574,50.000
0.262600,230.597,230.448,230.802,19.236,19.248,19.285,13315.781,415.298,13322.256,50.000
0.282600,230.599,230.447,230.800,19.230,19.238,19.288,13312.983,415.901,13319.478,50.000
0.302600,230.600,230.449,230.804,19.231,19.240,19.285,13313.134,415.361,13319.612,50.000
0.322600,230.598,230.450,230.801,19.230,19.244,19.288,13314.443,415.664,13320.931,50.000
0.342600,230.600,230.449,230.802,19.237,19.244,19.289,13316.444,411.459,13322.800,50.000
0.362600,230.598,230.449,230.801,19.233,19.238,19.288,13313.697,415.385,13320.175,50.000
0.382600,230.597,230.450,230.804,19.231,19.244,19.284,13313.774,414.410,13320.223,50.000
0.402600,230.598,230.450,230.804,19.234,19.243,19.285,13314.510,411.786,13320.876,50.000
0.422600,230.601,230.450,230.803,19.239,19.241,19.290,13316.455,413.187,13322.864,50.000
0.442600,230.599,230.450,230.805,19.237,19.239,19.292,13315.978,413.415,13322.394,50.000
0.462600,230.601,230.450,230.805,19.239,19.247,19.288,13317.437,412.811,13323.833,50.000
0.482600,230.600,230.452,230.806,19.230,19.243,19.288,13314.450,411.314,13320.802,50.000
0.502600,230.602,230.452,230.806,19.237,19.238,19.282,13313.482,415.210,13319.955,50.000
0.522600,230.600,230.451,230.807,19.239,19.244,19.292,13317.418,418.928,13324.006,50.000
0.542600,230.599,230.452,230.809,19.239,19.241,19.288,13316.065,415.927,13322.560,50.000
0.562600,230.600,230.450,230.805,19.228,19.246,19.288,13314.736,414.646,13321.191,50.000
0.582600,230.602,230.450,230.808,19.237,19.242,19.286,13315.430,415.632,13321.915,50.000
0.602600,230.598,230.451,230.808,19.235,19.241,19.283,13313.743,417.496,13320.288,50.000
0.622600,230.602,230.454,230.807,19.236,19.247,19.289,13317.042,415.102,13323.510,50.000
0.642600,230.600,230.455,230.811,19.230,19.246,19.290,13315.773,411.625,13322.134,50.000
0.662600,230.601,230.454,230.808,19.246,19.244,19.287,13318.235,411.918,13324.604,50.000
0.682600,230.602,230.455,230.813,19.245,19.249,19.289,13319.687,415.002,13326.150,50.000
0.702600,230.601,230.454,230.809,19.230,19.245,19.284,13314.147,416.076,13320.647,50.000
0.722600,230.601,230.457,230.811,19.234,19.246,19.288,13316.319,412.201,13322.697,50.000
0.742600,230.600,230.456,230.810,19.239,19.253,19.281,13317.274,414.946,13323.737,50.000
0.762600,230.601,230.457,230.808,19.236,19.252,19.289,13318.247,414.382,13324.692,50.000
0.782600,230.601,230.457,230.811,19.233,19.245,19.284,13314.825,414.574,13321.277,50.000
0.802600,230.601,230.456,230.810,19.229,19.243,19.282,13313.030,414.827,13319.491,50.000
0.822600,230.601,230.459,230.814,19.242,19.241,19.285,13316.471,412.401,13322.855,50.000
0.842600,230.600,230.460,230.812,19.233,19.248,19.284,13315.822,410.532,13322.149,50.000
0.862600,230.603,230.459,230.813,19.237,19.250,19.290,13318.415,413.505,13324.833,50.000
0.882600,230.601,230.459,230.814,19.231,19.241,19.282,13313.081,416.262,13319.587,50.000
0.902600,230.603,230.459,230.810,19.233,19.247,19.281,13314.678,415.445,13321.157,50.000
0.922600,230.603,230.458,230.813,19.235,19.246,19.280,13314.632,415.480,13321.112,50.000
0.942600,230.602,230.460,230.813,19.233,19.248,19.283,13315.220,415.470,13321.700,50.000
0.962600,230.603,230.459,230.817,19.231,19.248,19.286,13315.635,413.448,13322.052,50.000
0.982600,230.604,230.460,230.815,19.233,19.249,19.285,13316.256,410.725,13322.589,50.000
1.002600,230.602,230.460,230.814,19.233,19.246,19.284,13315.421,412.359,13321.805,50.000
1.022600,230.600,230.460,230.816,19.231,19.247,19.285,13315.091,410.468,13321.416,50.000
1.042600,230.602,230.461,230.813,19.235,19.247,19.283,13315.707,411.656,13322.068,50.000
1.062600,230.603,230.460,230.814,19.239,19.243,19.286,13316.577,410.016,13322.888,50.000
1.082600,230.600,230.461,230.813,19.238,19.248,19.289,13317.915,409.964,13324.224,50.000
1.102600,230.602,230.459,230.814,19.234,19.246,19.282,13314.951,411.904,13321.321,50.000
1.122600,230.603,230.463,230.815,19.232,19.247,19.285,13315.579,412.077,13321.954,50.000
1.142600,230.604,230.462,230.812,19.231,19.245,19.285,13314.827,410.388,13321.150,50.000
1.162600,230.603,230.463,230.816,19.229,19.240,19.287,13313.946,409.980,13320.257,50.000
1.182600,230.606,230.462,230.812,19.234,19.244,19.282,13314.792,412.189,13321.171,50.000
1.202600,230.604,230.463,230.816,19.229,19.247,19.282,13314.380,411.256,13320.730,50.000
1.222600,230.600,230.460,230.812,19.232,19.249,19.285,13315.997,410.099,13322.311,50.000
1.242600,230.600,230.461,230.814,19.226,19.244,19.288,13314.008,408.945,13320.287,50.000
1.262600,230.602,230.465,230.814,19.239,19.250,19.285,13317.987,409.959,13324.295,50.000
1.282600,230.602,230.463,230.813,19.231,19.245,19.288,13315.781,407.935,13322.028,50.000
1.302600,230.603,230.464,230.815,19.234,19.243,19.284,13314.816,410.582,13321.146,50.000
1.322600,230.602,230.462,230.812,19.227,19.243,19.286,13313.628,408.981,13319.908,50.000
1.342600,230.601,230.464,230.813,19.229,19.244,19.288,13315.094,410.350,13321.415,50.000
1.362600,230.601,230.464,230.812,19.230,19.247,19.288,13315.553,412.152,13321.930,50.000
1.382600,230.604,230.464,230.812,19.229,19.241,19.285,13313.480,414.595,13319.934,50.000
1.402600,230.603,230.466,230.812,19.233,19.250,19.286,13316.521,413.872,13322.951,50.000
1.422600,230.603,230.465,230.811,19.231,19.245,19.286,13315.132,411.725,13321.496,50.000
1.442600,230.593,230.454,230.797,19.211,19.237,19.314,13312.119,485.318,13320.963,50.001
1.462600,230.572,230.438,230.781,19.224,19.237,19.282,13305.250,518.659,13315.355,50.000
1.482600,230.576,230.438,230.785,19.230,19.240,19.285,13308.086,522.785,13318.351,50.000
1.502600,230.577,230.443,230.786,19.217,19.237,19.278,13302.738,520.165,13312.904,50.000
1.522600,230.582,230.444,230.788,19.221,19.230,19.280,13302.707,524.846,13313.057,50.000
1.542600,230.585,230.445,230.793,19.219,19.234,19.273,13301.599,523.632,13311.901,50.000
1.562600,230.588,230.449,230.790,19.220,19.234,19.277,13302.788,525.872,13313.178,50.000
1.582600,230.591,230.448,230.795,19.219,19.233,19.279,13302.994,528.223,13313.478,50.000
1.602600,230.605,230.464,230.816,19.226,19.228,19.259,13302.338,457.541,13310.204,49.999
1.622600,230.624,230.484,230.827,19.226,19.242,19.276,13311.995,414.286,13318.440,50.000
1.642600,230.622,230.483,230.825,19.225,19.236,19.272,13309.196,412.621,13315.591,50.000
1.662600,230.621,230.480,230.821,19.225,19.240,19.286,13313.208,411.665,13319.570,50.000
1.682600,230.618,230.478,230.820,19.229,19.243,19.281,13313.764,413.628,13320.188,50.000
1.702600,230.614,230.475,230.817,19.231,19.241,19.281,13313.341,412.886,13319.742,50.000
1.722600,230.610,230.474,230.816,19.229,19.238,19.284,13312.918,409.224,13319.206,50.000
1.742600,230.611,230.475,230.816,19.232,19.245,19.283,13315.089,411.555,13321.447,50.000
1.762600,230.610,230.472,230.813,19.225,19.241,19.285,13312.815,412.077,13319.191,50.000
1.782600,230.610,230.474,230.814,19.233,19.239,19.288,13315.035,409.014,13321.315,50.000
1.802600,230.609,230.470,230.809,19.234,19.242,19.287,13315.684,411.193,13322.031,50.000
1.822600,230.607,230.469,230.809,19.230,19.242,19.287,13314.614,407.973,13320.862,50.000
1.842600,230.606,230.470,230.808,19.230,19.239,19.285,13313.418,408.761,13319.691,50.000
1.862600,230.607,230.467,230.805,19.233,19.242,19.287,13315.232,409.253,13321.521,50.000
1.882600,230.605,230.468,230.806,19.232,19.250,19.284,13316.324,408.207,13322.580,50.000
1.902600,230.605,230.467,230.802,19.236,19.244,19.284,13315.498,408.064,13321.749,50.000
1.922600,230.604,230.467,230.805,19.231,19.243,19.290,13315.589,405.208,13321.753,50.000
1.942600,230.605,230.468,230.802,19.232,19.240,19.291,13315.339,405.944,13321.525,50.000
1.962600,230.605,230.465,230.800,19.233,19.245,19.291,13316.441,409.771,13322.745,50.000
1.982600,230.601,230.465,230.802,19.230,19.245,19.290,13315.871,408.930,13322.149,50.000
2.002600,230.602,230.463,230.800,19.225,19.242,19.287,13313.100,405.832,13319.284,50.000
2.022600,230.601,230.465,230.801,19.228,19.245,19.287,13314.583,404.728,13320.732,50.000
2.042600,230.602,230.460,230.797,19.227,19.246,19.289,13314.854,404.345,13320.992,50.000
2.062600,230.603,230.462,230.798,19.240,19.247,19.292,13318.838,404.522,13324.979,50.000
2.082600,230.602,230.464,230.795,19.230,19.245,19.291,13316.042,403.570,13322.156,50.000
2.102600,230.602,230.465,230.795,19.237,19.247,19.290,13317.632,404.205,13323.765,50.000
2.122600,230.601,230.464,230.798,19.229,19.244,19.290,13315.150,405.598,13321.326,50.000
2.142600,230.602,230.462,230.791,19.231,19.247,19.287,13315.292,406.141,13321.484,50.000
2.162600,230.601,230.462,230.796,19.229,19.251,19.287,13316.175,401.885,13322.237,50.000
2.182600,230.600,230.461,230.790,19.231,19.241,19.288,13314.242,404.144,13320.374,50.000
2.202600,230.601,230.462,230.791,19.235,19.248,19.286,13316.484,409.221,13322.771,50.000
2.222600,230.601,230.462,230.793,19.229,19.243,19.288,13314.349,406.327,13320.547,50.000
2.242600,230.599,230.462,230.792,19.230,19.247,19.290,13315.860,401.340,13321.907,50.000
2.262600,230.601,230.462,230.790,19.229,19.242,19.289,13314.650,399.022,13320.628,50.000
2.282600,230.601,230.462,230.789,19.233,19.242,19.286,13314.656,402.815,13320.748,50.000
2.302600,230.600,230.463,230.789,19.231,19.249,19.285,13315.468,403.249,13321.572,50.000
2.322600,230.598,230.462,230.788,19.227,19.247,19.292,13315.796,402.828,13321.888,50.000
2.342600,230.600,230.460,230.786,19.228,19.242,19.289,13314.056,405.776,13320.237,50.000
2.362600,230.600,230.458,230.787,19.230,19.245,19.285,13314.207,408.728,13320.479,50.000
2.382600,230.599,230.458,230.784,19.230,19.249,19.283,13314.412,408.269,13320.670,50.000
2.402600,230.601,230.459,230.787,19.230,19.246,19.285,13314.402,407.887,13320.649,50.000
2.422600,230.600,230.457,230.783,19.233,19.248,19.289,13316.311,409.377,13322.603,50.000
2.442600,230.602,230.456,230.784,19.234,19.246,19.290,13316.221,408.843,13322.496,50.000
2.462600,230.599,230.458,230.784,19.227,19.248,19.278,13312.526,402.490,13318.609,50.000
2.482600,230.596,230.455,230.782,19.230,19.242,19.284,13313.043,402.605,13319.129,50.000
2.502600,230.600,230.456,230.781,19.236,19.246,19.285,13315.659,405.219,13321.823,50.000
2.522600,230.600,230.456,230.777,19.230,19.254,19.285,13315.761,407.815,13322.004,50.000
2.542600,230.601,230.457,230.782,19.235,19.243,19.286,13314.899,408.161,13321.154,50.000
2.562600,230.599,230.457,230.782,19.238,19.247,19.284,13316.247,406.102,13322.438,50.000
2.582600,230.602,230.455,230.779,19.232,19.248,19.287,13315.636,407.573,13321.872,50.000
2.602600,230.599,230.455,230.780,19.231,19.245,19.291,13315.664,405.208,13321.828,50.000
2.622600,230.599,230.454,230.778,19.225,19.242,19.285,13311.938,408.326,13318.200,50.000
2.642600,230.599,230.454,230.780,19.227,19.242,19.285,13312.379,407.945,13318.628,50.000
2.662600,230.599,230.451,230.776,19.225,19.239,19.284,13311.025,406.107,13317.219,50.000
2.682600,230.598,230.452,230.778,19.229,19.242,19.283,13312.255,407.170,13318.480,50.000
2.702600,230.600,230.453,230.778,19.225,19.242,19.291,13313.556,404.915,13319.712,50.000
2.722600,230.601,230.453,230.778,19.229,19.237,19.289,13312.646,403.956,13318.774,50.000
2.742600,230.600,230.454,230.779,19.226,19.242,19.287,13312.850,405.268,13319.017,50.000
2.762600,230.602,230.453,230.778,19.229,19.245,19.287,13314.230,402.808,13320.322,50.000
2.782600,230.600,230.452,230.779,19.226,19.241,19.287,13312.484,403.884,13318.609,50.000
2.802600,230.599,230.451,230.778,19.221,19.236,19.289,13310.705,404.871,13316.861,50.000
2.822600,230.596,230.452,230.776,19.231,19.244,19.288,13314.518,404.285,13320.653,50.000
2.842600,230.600,230.450,230.777,19.229,19.242,19.287,13313.374,403.702,13319.493,50.000
2.862600,230.599,230.449,230.773,19.223,19.244,19.284,13311.910,401.911,13317.976,50.000
2.882600,230.598,230.451,230.777,19.232,19.238,19.288,13313.355,404.576,13319.501,50.000
2.902600,230.600,230.450,230.774,19.233,19.242,19.286,13314.175,405.919,13320.361,50.000
2.922600,230.599,230.451,230.774,19.228,19.247,19.288,13314.572,403.244,13320.678,50.000
2.942600,230.599,230.447,230.773,19.232,19.246,19.287,13314.637,407.336,13320.866,50.000
2.962600,230.598,230.449,230.774,19.238,19.253,19.287,13317.858,404.964,13324.014,50.000
2.982600,230.597,230.447,230.776,19.239,19.246,19.286,13316.009,409.008,13322.288,50.000
3.002600,230.599,230.447,230.773,19.233,19.250,19.287,13315.731,409.057,13322.013,50.000
3.022600,230.600,230.447,230.773,19.237,19.250,19.280,13315.214,410.217,13321.531,50.000
3.042600,230.599,230.449,230.774,19.234,19.248,19.290,13316.322,408.573,13322.589,50.000
3.062600,230.598,230.448,230.773,19.234,19.252,19.282,13315.560,409.852,13321.866,50.000
3.082600,230.598,230.448,230.775,19.232,19.252,19.292,13317.415,411.266,13323.764,50.000
3.102600,230.598,230.448,230.772,19.236,19.254,19.293,13318.769,409.586,13325.064,50.000
3.122600,230.597,230.446,230.776,19.236,19.255,19.293,13319.220,408.383,13325.479,50.000
3.142600,230.597,230.444,230.772,19.232,19.248,19.289,13315.665,408.911,13321.942,50.000
3.162600,230.596,230.444,230.774,19.237,19.246,19.286,13315.531,409.300,13321.820,50.000
3.182600,230.597,230.445,230.774,19.239,19.253,19.288,13318.120,406.562,13324.324,50.000
3.202600,230.599,230.445,230.776,19.231,19.246,19.291,13315.399,409.672,13321.699,50.000
3.222600,230.599,230.447,230.777,19.233,19.250,19.286,13315.686,406.477,13321.888,50.000
3.242600,230.588,230.432,230.760,19.212,19.247,19.323,13315.501,476.820,13324.036,50.001
3.262600,230.568,230.412,230.746,19.229,19.244,19.284,13307.350,514.864,13317.306,50.000
3.282600,230.571,230.417,230.749,19.236,19.248,19.283,13309.811,515.625,13319.795,50.000
3.302600,230.575,230.419,230.752,19.218,19.241,19.287,13305.097,519.363,13315.229,50.000
3.322600,230.575,230.422,230.755,19.225,19.240,19.282,13305.283,523.052,13315.560,50.000
3.342600,230.578,230.423,230.757,19.222,19.243,19.281,13305.109,521.276,13315.316,50.000
3.362600,230.585,230.426,230.760,19.216,19.235,19.278,13301.521,522.454,13311.777,50.000
3.382600,230.584,230.429,230.760,19.211,19.234,19.280,13300.660,522.755,13310.930,50.000
3.402600,230.597,230.444,230.782,19.235,19.238,19.240,13301.356,453.175,13309.074,50.000
3.422600,230.619,230.459,230.795,19.217,19.239,19.276,13308.214,406.377,13314.417,50.000
3.442600,230.615,230.459,230.792,19.218,19.235,19.279,13308.143,405.230,13314.311,50.000
3.462600,230.611,230.456,230.790,19.223,19.232,19.280,13308.526,405.577,13314.705,50.000
3.482600,230.611,230.455,230.788,19.228,19.238,19.280,13310.954,406.291,13317.153,50.000
3.502600,230.609,230.452,230.789,19.226,19.237,19.283,13310.808,407.892,13317.056,50.000
3.522600,230.606,230.451,230.787,19.228,19.242,19.285,13313.091,406.352,13319.291,50.000
3.542600,230.608,230.451,230.787,19.231,19.249,19.284,13315.133,407.948,13321.381,50.000
3.562600,230.605,230.450,230.787,19.225,19.243,19.284,13312.062,406.775,13318.276,50.000
