"Time [s]","U1_tRMS@AC [V]","U2_tRMS@AC [V]","U3_tRMS@AC [V]","I1_tRMS@AC [A]","I2_tRMS@AC [A]","I3_tRMS@AC [A]","P_t@AC [W]","Q_t@AC [var]","S_t@AC [VA]","F_fund@AC [Hz]"
0.657300,230.598,230.446,230.791,19.240,19.234,19.286,13311.702,474.566,13320.158,47.000
0.678500,230.593,230.446,230.790,19.238,19.243,19.280,13311.765,476.693,13320.297,47.000
0.699800,230.596,230.448,230.784,19.232,19.245,19.280,13310.713,475.858,13319.217,47.000
0.721100,230.597,230.448,230.783,19.239,19.241,19.277,13310.938,473.730,13319.364,47.000
0.742400,230.596,230.447,230.788,19.235,19.237,19.279,13309.628,472.051,13317.997,47.000
0.763600,230.597,230.447,230.792,19.239,19.239,19.286,13312.358,475.215,13320.838,47.000
0.784900,230.600,230.451,230.782,19.239,19.241,19.281,13311.938,475.069,13320.412,47.000
0.806200,230.599,230.450,230.782,19.239,19.243,19.285,13313.138,474.689,13321.598,47.000
0.827500,230.597,230.450,230.785,19.244,19.241,19.288,13314.703,472.093,13323.070,47.000
0.848800,230.595,230.447,230.785,19.240,19.233,19.279,13309.889,475.228,13318.370,47.000
0.870000,230.596,230.449,230.781,19.249,19.246,19.282,13315.463,476.817,13323.998,47.000
0.891300,230.597,230.449,230.783,19.236,19.241,19.284,13311.764,476.367,13320.285,47.000
0.912600,230.596,230.449,230.786,19.239,19.238,19.280,13310.868,477.428,13319.428,47.000
0.933900,230.597,230.445,230.787,19.233,19.236,19.280,13308.929,477.081,13317.478,47.000
0.955100,230.595,230.445,230.785,19.246,19.240,19.280,13312.776,478.023,13321.355,47.000
0.976400,230.595,230.447,230.783,19.236,19.234,19.283,13309.695,478.228,13318.284,47.000
0.997700,230.594,230.447,230.786,19.229,19.238,19.281,13308.871,474.106,13317.313,47.000
1.019000,230.595,230.443,230.786,19.238,19.236,19.285,13311.291,474.549,13319.747,47.000
1.040200,230.594,230.445,230.787,19.238,19.237,19.276,13309.779,473.095,13318.185,47.000
1.061500,230.594,230.446,230.781,19.233,19.236,19.281,13309.118,470.959,13317.448,47.000
1.082800,230.595,230.448,230.785,19.246,19.232,19.282,13311.741,473.353,13320.154,47.000
1.104100,230.594,230.445,230.788,19.248,19.236,19.277,13311.743,474.667,13320.204,47.000
1.125400,230.596,230.444,230.788,19.244,19.236,19.278,13310.778,474.611,13319.237,47.000
1.146600,230.597,230.448,230.781,19.242,19.237,19.280,13311.329,474.908,13319.798,47.000
1.167900,230.595,230.446,230.783,19.248,19.233,19.276,13310.767,476.720,13319.301,47.000
1.189200,230.594,230.447,230.787,19.244,19.241,19.279,13312.429,476.140,13320.941,47.000
1.210500,230.595,230.444,230.788,19.244,19.236,19.282,13312.189,474.238,13320.634,47.000
1.231700,230.597,230.447,230.786,19.248,19.234,19.285,13313.109,476.167,13321.622,47.000
1.253000,230.596,230.448,230.788,19.248,19.233,19.280,13311.801,477.818,13320.374,47.000
1.274300,230.593,230.448,230.788,19.246,19.242,19.281,13313.463,478.226,13322.049,47.000
1.295600,230.592,230.442,230.787,19.242,19.243,19.288,13314.151,479.646,13322.788,47.000
1.316800,230.592,230.447,230.789,19.249,19.242,19.282,13314.133,479.618,13322.769,47.000
1.338100,230.591,230.445,230.785,19.245,19.241,19.281,13313.127,480.216,13321.785,47.000
1.359400,230.594,230.443,230.788,19.244,19.243,19.283,13313.810,477.966,13322.387,47.000
1.380700,230.595,230.440,230.787,19.240,19.242,19.278,13311.223,478.211,13319.810,47.000
1.401900,230.596,230.443,230.791,19.239,19.240,19.277,13310.421,478.107,13319.005,47.000
1.423200,230.593,230.448,230.790,19.234,19.245,19.279,13311.125,477.239,13319.678,47.000
1.444500,230.596,230.447,230.787,19.243,19.237,19.276,13310.510,477.807,13319.083,47.000
1.465800,230.597,230.442,230.783,19.244,19.248,19.280,13314.070,478.735,13322.674,47.000
1.487100,230.596,230.442,230.789,19.238,19.247,19.281,13312.947,475.377,13321.432,47.000
1.508300,230.594,230.448,230.789,19.244,19.242,19.279,13312.539,478.460,13321.135,47.000
1.529600,230.596,230.446,230.788,19.241,19.243,19.279,13312.152,476.760,13320.688,47.000
1.550900,230.594,230.448,230.787,19.243,19.245,19.283,13313.960,479.539,13322.593,47.000
1.572200,230.595,230.442,230.789,19.240,19.242,19.282,13312.422,476.877,13320.961,47.000
1.593400,230.595,230.447,230.790,19.247,19.244,19.280,13313.992,478.133,13322.575,47.000
1.614700,230.593,230.446,230.786,19.238,19.249,19.286,13314.411,476.004,13322.917,47.000
1.636000,230.594,230.442,230.785,19.240,19.245,19.278,13311.879,478.435,13320.474,47.000
1.657300,230.590,230.442,230.788,19.239,19.248,19.275,13311.885,477.752,13320.455,47.000
1.678500,230.593,230.444,230.790,19.238,19.242,19.281,13311.682,477.649,13320.249,47.000
1.699800,230.594,230.447,230.785,19.242,19.252,19.281,13314.891,479.593,13323.525,47.000
1.721100,230.594,230.447,230.783,19.238,19.253,19.283,13314.532,477.614,13323.096,47.000
1.742400,230.593,230.449,230.789,19.245,19.246,19.282,13314.606,478.364,13323.197,47.000
1.763600,230.594,230.443,230.790,19.245,19.244,19.279,13313.173,479.223,13321.795,47.000
1.784900,230.592,230.449,230.779,19.243,19.247,19.275,13312.490,479.039,13321.106,47.000
1.806200,230.594,230.445,230.781,19.241,19.248,19.282,13313.700,479.123,13322.318,47.000
1.827500,230.586,230.444,230.780,19.196,19.295,19.275,13311.488,503.964,13321.024,47.000
1.848800,230.564,230.417,230.758,19.245,19.244,19.276,13305.239,610.975,13319.261,47.000
1.870000,230.569,230.422,230.756,19.238,19.244,19.276,13303.580,616.575,13317.860,47.000
1.891300,230.573,230.423,230.756,19.235,19.245,19.277,13303.664,613.913,13317.821,47.000
1.912600,230.574,230.427,230.765,19.235,19.235,19.276,13300.968,621.474,13315.479,47.000
1.933900,230.579,230.425,230.770,19.233,19.232,19.281,13301.200,622.007,13315.736,47.000
1.955100,230.580,230.428,230.764,19.227,19.232,19.278,13298.954,623.540,13313.563,47.000
1.976400,230.581,230.432,230.764,19.231,19.230,19.272,13298.175,623.756,13312.796,47.000
1.997700,230.606,230.449,230.788,19.273,19.183,19.267,13301.969,511.791,13311.811,46.999
2.019000,230.611,230.460,230.802,19.229,19.233,19.277,13307.435,482.414,13316.176,47.000
2.040200,230.608,230.458,230.797,19.234,19.233,19.280,13308.960,477.551,13317.524,47.000
2.061500,230.606,230.460,230.789,19.230,19.237,19.275,13307.621,475.472,13316.113,47.000
2.082800,230.605,230.456,230.792,19.241,19.232,19.277,13309.619,476.331,13318.141,47.000
2.104100,230.602,230.455,230.791,19.237,19.241,19.276,13310.496,478.021,13319.077,47.000
2.125400,230.602,230.452,230.790,19.232,19.236,19.278,13308.664,475.189,13317.145,47.000
2.146600,230.599,230.456,230.782,19.244,19.232,19.277,13310.212,476.112,13318.725,47.000
2.167900,230.600,230.456,230.787,19.238,19.237,19.283,13311.302,476.268,13319.819,47.000
2.189200,230.597,230.453,230.787,19.241,19.235,19.282,13311.244,477.058,13319.790,47.000
2.210500,230.596,230.449,230.786,19.239,19.241,19.281,13311.986,474.642,13320.445,47.000
2.231700,230.595,230.451,230.782,19.240,19.236,19.281,13310.802,474.860,13319.270,47.000
2.253000,230.593,230.451,230.785,19.239,19.237,19.281,13310.827,477.071,13319.373,47.000
2.274300,230.592,230.448,230.785,19.247,19.244,19.276,13313.059,473.293,13321.469,47.000
2.295600,230.591,230.445,230.785,19.238,19.234,19.279,13309.320,475.879,13317.825,47.000
2.316800,230.592,230.444,230.784,19.246,19.241,19.280,13312.809,477.923,13321.385,47.000
2.338100,230.592,230.445,230.782,19.244,19.244,19.284,13314.202,478.361,13322.793,47.000
2.359400,230.594,230.445,230.785,19.239,19.243,19.281,13311.872,477.018,13320.416,47.000
2.380700,230.593,230.443,230.783,19.237,19.241,19.284,13312.002,474.384,13320.452,47.000
2.401900,230.594,230.444,230.786,19.239,19.236,19.283,13311.009,476.157,13319.522,47.000
2.423200,230.593,230.449,230.783,19.242,19.239,19.275,13310.433,476.816,13318.971,47.000
2.444500,230.592,230.444,230.781,19.239,19.244,19.274,13310.801,471.443,13319.147,47.000
2.465800,230.594,230.442,230.781,19.240,19.244,19.282,13312.789,471.882,13321.149,47.000
2.487100,230.595,230.442,230.785,19.242,19.238,19.277,13310.707,473.159,13319.114,47.000
2.508300,230.594,230.448,230.783,19.247,19.235,19.275,13310.681,477.218,13319.232,47.000
2.529600,230.591,230.447,230.782,19.244,19.245,19.282,13314.091,474.851,13322.556,47.000
2.550900,230.591,230.442,230.783,19.250,19.236,19.285,13313.914,477.573,13322.477,47.000
2.572200,230.593,230.443,230.787,19.246,19.245,19.282,13314.114,477.608,13322.679,47.000
2.593400,230.591,230.440,230.784,19.243,19.248,19.282,13314.321,473.433,13322.736,47.000
2.614700,230.591,230.442,230.783,19.250,19.240,19.282,13313.988,474.093,13322.427,47.000
2.636000,230.592,230.441,230.781,19.246,19.241,19.283,13313.414,476.331,13321.933,47.000
2.657300,230.591,230.439,230.785,19.237,19.241,19.284,13311.608,477.212,13320.159,47.000
2.678500,230.591,230.439,230.785,19.237,19.242,19.281,13311.275,475.896,13319.780,47.000
2.699800,230.594,230.444,230.781,19.244,19.248,19.284,13315.075,474.889,13323.541,47.000
2.721100,230.593,230.441,230.780,19.238,19.249,19.278,13312.513,472.035,13320.879,47.000
2.742400,230.593,230.442,230.783,19.241,19.245,19.278,13312.551,473.857,13320.981,47.000
2.763600,230.594,230.438,230.784,19.245,19.243,19.283,13313.908,473.427,13322.322,47.000
2.784900,230.592,230.447,230.777,19.240,19.243,19.277,13311.457,472.640,13319.846,47.000
2.806200,230.594,230.445,230.780,19.237,19.244,19.279,13311.426,474.631,13319.885,47.000
2.827500,230.594,230.444,230.783,19.244,19.243,19.282,13313.346,476.696,13321.878,47.000
2.848800,230.592,230.444,230.787,19.237,19.245,19.275,13310.615,474.314,13319.063,47.000
2.870000,230.594,230.445,230.782,19.238,19.239,19.284,13311.540,473.138,13319.946,47.000
2.891300,230.591,230.444,230.779,19.240,19.239,19.278,13310.732,476.275,13319.250,47.000
2.912600,230.591,230.443,230.782,19.239,19.244,19.284,13312.815,472.706,13321.205,47.000
2.933900,230.589,230.440,230.786,19.239,19.236,19.282,13310.478,472.815,13318.872,47.000
2.955100,230.590,230.442,230.781,19.241,19.247,19.287,13314.633,471.799,13322.989,47.000
2.976400,230.592,230.442,230.781,19.244,19.240,19.281,13312.478,474.109,13320.917,47.000
2.997700,230.592,230.441,230.784,19.241,19.244,19.275,13311.242,473.857,13319.674,47.000
3.019000,230.591,230.442,230.785,19.237,19.241,19.281,13311.253,470.822,13319.576,47.000
3.040200,230.591,230.440,230.782,19.236,19.241,19.282,13310.987,474.102,13319.428,47.000
3.061500,230.590,230.443,230.779,19.240,19.240,19.282,13311.592,475.274,13320.073,47.000
3.082800,230.591,230.444,230.780,19.238,19.245,19.281,13312.250,473.260,13320.659,47.000
3.104100,230.590,230.441,230.781,19.236,19.241,19.283,13311.344,471.434,13319.689,47.000
3.125400,230.593,230.441,230.781,19.240,19.233,19.283,13310.505,475.343,13318.989,47.000
3.146600,230.595,230.448,230.780,19.245,19.241,19.277,13312.102,473.303,13320.513,47.000
3.167900,230.593,230.445,230.782,19.237,19.240,19.276,13309.759,474.655,13318.220,47.000
3.189200,230.593,230.445,230.782,19.238,19.241,19.279,13311.005,476.399,13319.527,47.000
3.210500,230.593,230.443,230.785,19.242,19.240,19.274,13310.634,475.815,13319.136,47.000
3.231700,230.591,230.443,230.782,19.235,19.244,19.282,13311.536,472.089,13319.905,47.000
3.253000,230.592,230.441,230.782,19.248,19.234,19.290,13313.996,475.915,13322.499,47.000
3.274300,230.592,230.443,230.782,19.237,19.245,19.280,13311.774,474.821,13320.240,47.000
3.295600,230.593,230.443,230.783,19.236,19.238,19.289,13311.911,476.459,13320.436,47.000
3.316800,230.595,230.444,230.784,19.238,19.246,19.282,13312.776,474.995,13321.248,47.000
3.338100,230.594,230.447,230.782,19.237,19.244,19.284,13312.716,474.331,13321.163,47.000
3.359400,230.595,230.446,230.782,19.234,19.242,19.283,13311.537,470.533,13319.851,47.000
3.380700,230.595,230.443,230.782,19.243,19.241,19.280,13312.401,473.183,13320.808,47.000
3.401900,230.595,230.442,230.783,19.241,19.243,19.284,13313.599,472.633,13321.985,47.000
3.423200,230.592,230.446,230.780,19.232,19.238,19.278,13308.658,472.752,13317.052,47.000
3.444500,230.595,230.445,230.778,19.244,19.237,19.281,13311.684,473.142,13320.089,47.000
3.465800,230.597,230.444,230.782,19.239,19.246,19.279,13312.560,470.294,13320.864,47.000
3.487100,230.596,230.444,230.786,19.244,19.237,19.283,13312.608,469.475,13320.885,47.000
3.508300,230.596,230.449,230.783,19.249,19.240,19.278,13313.315,470.983,13321.644,47.000
3.529600,230.596,230.448,230.780,19.245,19.242,19.282,13313.452,476.091,13321.962,47.000
3.550900,230.594,230.441,230.782,19.236,19.244,19.282,13311.973,473.483,13320.391,47.000
3.572200,230.595,230.442,230.785,19.246,19.242,19.287,13314.965,473.236,13323.372,47.000
3.593400,230.592,230.444,230.783,19.243,19.242,19.283,13313.462,472.536,13321.846,47.000
3.614700,230.594,230.447,230.783,19.244,19.247,19.285,13315.439,471.945,13323.801,47.000
3.636000,230.581,230.432,230.763,19.239,19.256,19.280,13310.402,567.073,13322.477,47.001
3.657300,230.568,230.414,230.756,19.240,19.239,19.279,13303.760,610.945,13317.780,47.000
3.678500,230.573,230.418,230.759,19.238,19.239,19.277,13303.026,611.511,13317.073,47.000
3.699800,230.573,230.424,230.759,19.231,19.241,19.281,13302.777,614.967,13316.983,47.000
3.721100,230.577,230.425,230.763,19.229,19.235,19.273,13298.902,617.130,13313.213,47.000
3.742400,230.580,230.427,230.766,19.232,19.235,19.275,13300.557,616.225,13314.824,47.000
3.763600,230.584,230.428,230.767,19.227,19.235,19.269,13297.912,616.837,13312.210,47.000
3.784900,230.590,230.434,230.772,19.245,19.194,19.280,13296.034,608.041,13309.931,46.999
3.806200,230.618,230.465,230.799,19.234,19.230,19.268,13305.774,480.623,13314.452,47.001
3.827500,230.613,230.461,230.802,19.231,19.234,19.272,13307.021,475.033,13315.497,47.000
3.848800,230.609,230.458,230.803,19.239,19.238,19.273,13309.989,472.808,13318.385,47.000
3.870000,230.607,230.460,230.798,19.247,19.234,19.275,13311.579,473.179,13319.986,47.000
3.891300,230.603,230.455,230.794,19.244,19.239,19.277,13312.146,472.443,13320.527,47.000
3.912600,230.602,230.450,230.799,19.244,19.233,19.282,13311.698,473.773,13320.127,47.000
3.933900,230.598,230.449,230.800,19.243,19.238,19.280,13312.330,473.373,13320.744,47.000
3.955100,230.598,230.451,230.797,19.238,19.243,19.283,13312.898,469.938,13321.190,47.000
3.976400,230.600,230.452,230.793,19.249,19.238,19.282,13314.032,472.391,13322.409,47.000
3.997700,230.597,230.449,230.794,19.248,19.249,19.282,13316.274,471.620,13324.624,47.000
4.019000,230.596,230.448,230.794,19.242,19.237,19.282,13312.274,473.119,13320.680,47.000
4.040200,230.595,230.449,230.793,19.245,19.240,19.280,13312.904,476.550,13321.431,47.000
4.061500,230.598,230.449,230.788,19.240,19.247,19.284,13313.955,475.973,13322.461,47.000
4.082800,230.596,230.449,230.790,19.239,19.244,19.281,13312.668,474.951,13321.137,47.000
4.104100,230.597,230.448,230.791,19.244,19.243,19.280,13313.204,474.732,13321.665,47.000
4.125400,230.597,230.448,230.792,19.250,19.247,19.276,13314.681,474.885,13323.146,47.000
4.146600,230.599,230.452,230.785,19.240,19.246,19.278,13312.622,471.848,13320.981,47.000
4.167900,230.594,230.453,230.789,19.242,19.242,19.272,13311.038,473.557,13319.459,47.000
4.189200,230.595,230.450,230.789,19.245,19.247,19.276,13313.401,477.312,13321.955,47.000
4.210500,230.593,230.446,230.789,19.237,19.248,19.279,13312.447,474.336,13320.896,47.000
4.231700,230.593,230.445,230.790,19.240,19.240,19.287,13313.056,472.714,13321.445,47.000
4.253000,230.594,230.449,230.788,19.241,19.239,19.287,13313.287,474.904,13321.755,47.000
4.274300,230.594,230.447,230.790,19.238,19.243,19.281,13311.889,475.304,13320.371,47.000
4.295600,230.596,230.444,230.792,19.239,19.245,19.280,13312.539,472.634,13320.926,47.000
4.316800,230.594,230.444,230.788,19.239,19.244,19.282,13312.825,473.608,13321.247,47.000
4.338100,230.594,230.446,230.785,19.242,19.247,19.284,13314.556,474.832,13323.021,47.000
4.359400,230.595,230.445,230.787,19.234,19.241,19.285,13311.240,477.393,13319.798,47.000
4.380700,230.597,230.447,230.790,19.241,19.244,19.281,13313.225,474.876,13321.691,47.000
4.401900,230.595,230.447,230.791,19.243,19.242,19.278,13312.357,473.177,13320.765,47.000
4.423200,230.598,230.450,230.785,19.238,19.239,19.277,13310.454,472.955,13318.854,47.000
4.444500,230.599,230.450,230.788,19.241,19.238,19.275,13310.514,476.301,13319.033,47.000
4.465800,230.598,230.447,230.788,19.240,19.241,19.274,13310.610,472.911,13319.009,47.000
4.487100,230.597,230.447,230.790,19.238,19.236,19.278,13309.750,474.371,13318.201,47.000
4.508300,230.598,230.449,230.786,19.245,19.235,19.277,13310.860,472.417,13319.241,47.000
4.529600,230.597,230.449,230.786,19.244,19.241,19.281,13313.170,474.750,13321.632,47.000
4.550900,230.595,230.443,230.788,19.236,19.236,19.284,13310.673,473.159,13319.080,47.000
4.572200,230.592,230.440,230.788,19.242,19.239,19.289,13313.836,475.027,13322.308,47.000
4.593400,230.595,230.446,230.788,19.241,19.243,19.283,13313.401,471.820,13321.760,47.000
4.614700,230.593,230.446,230.786,19.237,19.235,19.285,13310.663,473.278,13319.074,47.000
4.636000,230.596,230.444,230.786,19.242,19.242,19.280,13312.470,473.652,13320.893,47.000
4.657300,230.597,230.444,230.786,19.235,19.244,19.277,13310.663,471.745,13319.021,47.000
4.678500,230.595,230.444,230.784,19.232,19.238,19.282,13309.702,469.797,13317.991,47.000
4.699800,230.598,230.448,230.782,19.241,19.237,19.285,13312.392,470.614,13320.708,47.000
4.721100,230.597,230.446,230.784,19.239,19.241,19.277,13311.086,472.550,13319.471,47.000
4.742400,230.596,230.445,230.783,19.234,19.242,19.284,13311.407,469.483,13319.684,47.000
4.763600,230.596,230.447,230.785,19.243,19.233,19.284,13311.791,472.040,13320.158,47.000
4.784900,230.598,230.453,230.783,19.242,19.248,19.281,13314.327,471.822,13322.685,47.000
4.806200,230.597,230.450,230.782,19.242,19.246,19.277,13312.941,471.270,13321.280,47.000
4.827500,230.597,230.448,230.785,19.240,19.236,19.283,13311.571,472.933,13319.970,47.000
4.848800,230.594,230.446,230.784,19.245,19.241,19.281,13312.910,474.443,13321.361,47.000
4.870000,230.594,230.450,230.782,19.237,19.245,19.283,13312.808,471.012,13321.138,47.000
4.891300,230.595,230.449,230.786,19.242,19.241,19.286,13313.737,472.648,13322.124,47.000
4.912600,230.595,230.445,230.785,19.240,19.240,19.287,13313.256,473.207,13321.663,47.000
4.933900,230.594,230.446,230.790,19.243,19.240,19.285,13313.499,473.606,13321.921,47.000
4.955100,230.596,230.447,230.788,19.240,19.244,19.282,13312.807,474.666,13321.266,47.000
4.976400,230.595,230.447,230.783,19.241,19.242,19.281,13312.297,474.317,13320.744,47.000
4.997700,230.594,230.448,230.786,19.241,19.242,19.284,13313.488,470.714,13321.808,47.000
5.019000,230.595,230.445,230.785,19.233,19.240,19.278,13309.428,473.901,13317.862,47.000
5.040200,230.594,230.446,230.786,19.237,19.241,19.286,13312.295,474.942,13320.765,47.000
5.061500,230.594,230.449,230.782,19.239,19.244,19.285,13313.259,470.878,13321.584,47.000
5.082800,230.596,230.448,230.784,19.243,19.239,19.284,13313.041,471.757,13321.397,47.000
5.104100,230.596,230.447,230.785,19.245,19.240,19.281,13312.845,473.959,13321.279,47.000
5.125400,230.597,230.445,230.786,19.239,19.242,19.278,13311.588,472.180,13319.960,47.000
5.146600,230.596,230.451,230.782,19.245,19.241,19.279,13312.685,473.253,13321.094,47.000
5.167900,230.594,230.450,230.784,19.240,19.242,19.280,13312.151,473.974,13320.586,47.000
5.189200,230.595,230.446,230.785,19.243,19.245,19.285,13314.469,474.301,13322.914,47.000
5.210500,230.593,230.443,230.789,19.243,19.238,19.282,13312.033,473.960,13320.468,47.000
5.231700,230.595,230.447,230.787,19.244,19.245,19.284,13314.560,472.896,13322.955,47.000
5.253000,230.596,230.448,230.788,19.237,19.241,19.285,13312.390,468.628,13320.636,47.000
5.274300,230.594,230.449,230.790,19.245,19.244,19.283,13314.427,471.681,13322.779,47.000
5.295600,230.596,230.443,230.790,19.242,19.244,19.278,13312.412,475.087,13320.887,47.000
5.316800,230.595,230.446,230.784,19.235,19.247,19.281,13312.388,473.227,13320.796,47.000
5.338100,230.593,230.446,230.783,19.239,19.248,19.281,13313.438,470.835,13321.762,47.000
5.359400,230.594,230.445,230.785,19.239,19.247,19.282,13313.494,468.166,13321.723,47.000
5.380700,230.597,230.446,230.787,19.236,19.250,19.286,13314.465,470.307,13322.769,47.000
5.401900,230.598,230.446,230.788,19.242,19.247,19.285,13315.045,470.247,13323.346,47.000
5.423200,230.600,230.448,230.782,19.243,19.245,19.281,13313.788,469.177,13322.053,47.001
5.444500,230.568,230.424,230.754,19.235,19.234,19.280,13302.209,607.545,13316.075,46.999
5.465800,230.569,230.421,230.759,19.236,19.238,19.280,13303.292,611.532,13317.340,47.000
5.487100,230.573,230.420,230.762,19.233,19.241,19.276,13302.217,613.000,13316.334,47.000
5.508300,230.576,230.426,230.759,19.229,19.234,19.273,13298.902,616.706,13313.193,47.000
5.529600,230.580,230.427,230.768,19.231,19.229,19.270,13297.938,615.790,13312.188,47.000
5.550900,230.581,230.428,230.769,19.222,19.239,19.275,13299.088,615.580,13313.327,47.000
5.572200,230.583,230.427,230.772,19.223,19.227,19.276,13297.229,617.829,13311.573,47.000
5.593400,230.595,230.444,230.790,19.244,19.237,19.246,13301.473,543.310,13312.563,46.999
5.614700,230.614,230.463,230.801,19.228,19.246,19.274,13309.616,478.891,13318.229,47.000
5.636000,230.611,230.459,230.799,19.231,19.240,19.279,13310.041,477.223,13318.593,47.000
5.657300,230.608,230.455,230.799,19.234,19.240,19.274,13309.627,472.464,13318.010,47.000
5.678500,230.604,230.456,230.799,19.232,19.246,19.279,13311.519,471.238,13319.856,47.000
5.699800,230.604,230.456,230.795,19.238,19.246,19.279,13312.925,469.861,13321.213,47.000
5.721100,230.604,230.456,230.795,19.239,19.243,19.276,13311.700,474.505,13320.154,47.000
5.742400,230.602,230.453,230.795,19.234,19.239,19.280,13310.381,474.681,13318.843,47.000
5.763600,230.602,230.450,230.795,19.239,19.242,19.282,13312.547,473.263,13320.957,47.000
5.784900,230.600,230.456,230.789,19.244,19.244,19.278,13313.376,473.504,13321.793,47.000
5.806200,230.597,230.452,230.787,19.240,19.246,19.286,13314.618,471.248,13322.955,47.000
5.827500,230.597,230.450,230.789,19.244,19.242,19.287,13314.947,473.100,13323.350,47.000
5.848800,230.596,230.446,230.794,19.248,19.248,19.284,13316.363,473.616,13324.783,47.000
5.870000,230.597,230.448,230.789,19.242,19.243,19.285,13313.954,471.202,13322.289,47.000
5.891300,230.595,230.448,230.788,19.239,19.238,19.289,13313.000,472.520,13321.384,47.000
5.912600,230.593,230.448,230.789,19.248,19.246,19.286,13316.326,472.993,13324.724,47.000
5.933900,230.595,230.444,230.791,19.242,19.247,19.286,13315.219,470.900,13323.543,47.000
5.955100,230.594,230.444,230.788,19.246,19.248,19.287,13316.281,472.650,13324.667,47.000
5.976400,230.595,230.446,230.784,19.240,19.249,19.285,13314.601,473.706,13323.024,47.000
5.997700,230.594,230.446,230.786,19.238,19.251,19.284,13314.604,471.275,13322.942,47.000
6.019000,230.595,230.444,230.787,19.241,19.249,19.289,13316.169,468.517,13324.408,47.000
6.040200,230.594,230.446,230.788,19.242,19.247,19.285,13314.977,468.829,13323.228,47.000
6.061500,230.598,230.450,230.783,19.246,19.245,19.275,13313.191,468.208,13321.423,47.000
6.082800,230.595,230.447,230.784,19.238,19.244,19.283,13312.772,469.006,13321.031,47.000
6.104100,230.594,230.448,230.785,19.243,19.248,19.285,13315.316,467.503,13323.521,47.000
6.125400,230.597,230.445,230.785,19.247,19.250,19.285,13316.901,470.338,13325.205,47.000
6.146600,230.596,230.449,230.781,19.243,19.251,19.284,13315.741,472.251,13324.112,47.000
6.167900,230.595,230.447,230.784,19.239,19.244,19.282,13312.537,471.031,13320.868,47.000
6.189200,230.593,230.446,230.785,19.247,19.244,19.281,13314.421,471.036,13322.751,47.000
6.210500,230.595,230.445,230.788,19.241,19.249,19.284,13314.971,467.549,13323.178,47.000
